//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315785.39404297,234944.31396484,7.54199982,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.407452,150.000000,4.000000
315785.40002441,234944.31884766,6.75600004,1,0,1,21.000000,-10.000000,0.000000,1.000000,3.000000,2.000000,394522.407452,144.000000,4.000000
315785.40795898,234944.32080078,5.88600016,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.407452,180.000000,4.000000
315785.23498535,234944.20605469,7.87200022,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.416729,70.000000,4.000000
315785.25000000,234944.19384766,6.98500013,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.416729,31.000000,4.000000
315785.25903320,234944.19482422,6.15999985,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.416729,13.000000,4.000000
315785.15502930,234944.11621094,7.48999977,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.426251,77.000000,4.000000
315786.49902344,234945.23779297,7.40299988,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.332501,84.000000,4.000000
315786.34204102,234945.06494141,6.89499998,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.341778,325.000000,4.000000
315786.34802246,234945.06787109,6.08199978,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.341778,300.000000,4.000000
315786.20703125,234945.04785156,7.10799980,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.351300,169.000000,4.000000
315786.21801758,234945.04296875,6.25199986,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.351300,239.000000,4.000000
315786.19604492,234945.09619141,5.76599979,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.351300,332.000000,2.000000
315785.88500977,234944.85107422,7.87900019,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.369854,337.000000,4.000000
315785.88903809,234944.85888672,7.10599995,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.369854,278.000000,4.000000
315785.89794922,234944.85791016,6.28499985,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.369854,338.000000,4.000000
315786.00500488,234944.94677734,7.45200014,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.360577,296.000000,4.000000
315786.01293945,234944.94677734,6.60099983,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.360577,318.000000,4.000000
315786.01501465,234944.95800781,5.86199999,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.360577,415.000000,4.000000
315785.76904297,234944.74414063,7.31799984,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.379376,238.000000,4.000000
315785.77001953,234944.75781250,6.58199978,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.379376,337.000000,4.000000
315785.77294922,234944.76806641,5.81799984,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.379376,415.000000,4.000000
315785.64599609,234944.62207031,7.88800001,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.388653,311.000000,4.000000
315785.65502930,234944.62207031,7.03999996,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.388653,332.000000,4.000000
315785.65905762,234944.62890625,6.28200006,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.388653,332.000000,4.000000
315785.48706055,234944.40087891,7.87500000,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.398175,271.000000,4.000000
315785.49096680,234944.41113281,7.07499981,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.398175,233.000000,4.000000
315785.43395996,234944.52392578,6.96500015,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,1.000000,394522.398175,39.000000,4.000000
315785.50195313,234944.40722656,6.22499990,1,0,1,21.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,394522.398175,282.000000,4.000000
315785.46899414,234944.47802734,5.84700012,1,0,1,21.000000,-10.000000,0.000000,1.000000,1.000000,1.000000,394522.398175,296.000000,4.000000
