//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315792.84594727,234938.50878906,22.43899918,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.325543,14.000000,4.000000
315792.94201660,234938.61718750,22.42799950,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.325543,182.000000,2.000000
315793.04504395,234938.73291016,22.42499924,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.325543,314.000000,2.000000
315793.14404297,234938.84521484,22.41399956,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.325543,432.000000,2.000000
315793.23901367,234938.95214844,22.41399956,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.325543,157.000000,2.000000
315793.31994629,234939.04394531,22.37500000,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.325543,144.000000,2.000000
315793.39099121,234938.70996094,22.44199944,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.316143,157.000000,4.000000
315792.57995605,234938.48681641,22.41699982,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.334881,82.000000,4.000000
315792.67602539,234938.59423828,22.42399979,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,238.000000,2.000000
315792.77905273,234938.70996094,22.41500092,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,296.000000,2.000000
315792.88098145,234938.82617188,22.41600037,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,254.000000,2.000000
315792.98205566,234938.93896484,22.42700005,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,258.000000,2.000000
315793.08203125,234939.05078125,22.41699982,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,314.000000,2.000000
315793.18200684,234939.16406250,22.42499924,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,204.000000,2.000000
315793.26599121,234939.25878906,22.38800049,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.334881,242.000000,2.000000
315792.22595215,234938.38378906,22.41799927,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.344281,179.000000,4.000000
315792.32800293,234938.49804688,22.42300034,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,270.000000,2.000000
315792.42700195,234938.60986328,22.42799950,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,341.000000,2.000000
315792.51794434,234938.71191406,22.41500092,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,217.000000,2.000000
315792.62097168,234938.82812500,22.42700005,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,198.000000,2.000000
315792.71899414,234938.93798828,22.41699982,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,136.000000,2.000000
315792.82495117,234939.05810547,22.42099953,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,172.000000,2.000000
315792.92297363,234939.16699219,22.43199921,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,379.000000,2.000000
315793.02600098,234939.28320313,22.41600037,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,283.000000,2.000000
315793.12194824,234939.39111328,22.43000031,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,236.000000,2.000000
315793.21301270,234939.49414063,22.40800095,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.344281,254.000000,2.000000
315791.81701660,234938.27197266,22.40800095,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.353619,153.000000,4.000000
315791.92199707,234938.38916016,22.41699982,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,210.000000,2.000000
315792.02600098,234938.50585938,22.40800095,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,267.000000,2.000000
315792.11901855,234938.61083984,22.40699959,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,164.000000,2.000000
315792.22705078,234938.73193359,22.41200066,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,151.000000,2.000000
315792.32495117,234938.84179688,22.42300034,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,226.000000,2.000000
315792.41699219,234938.94580078,22.40200043,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,267.000000,2.000000
315792.50903320,234939.04882813,22.39500046,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,239.000000,2.000000
315792.61901855,234939.17285156,22.40800095,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,242.000000,2.000000
315792.71594238,234939.28222656,22.39500046,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353619,177.000000,2.000000
315792.82299805,234939.40087891,22.41799927,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353680,324.000000,2.000000
315792.92102051,234939.51220703,22.40999985,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353680,329.000000,2.000000
315793.01794434,234939.62011719,22.40699959,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353680,313.000000,2.000000
315793.11804199,234939.73291016,22.42900085,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.353680,260.000000,2.000000
315792.13696289,234938.28417969,22.45599937,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,2.000000,1.000000,391589.344281,13.000000,4.000000
315791.77001953,234938.59814453,22.39800072,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,155.000000,2.000000
315791.87805176,234938.72021484,22.38999939,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,177.000000,2.000000
315791.97802734,234938.83203125,22.40900040,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,151.000000,2.000000
315792.07604980,234938.94189453,22.38999939,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,148.000000,2.000000
315792.16503906,234939.04199219,22.37899971,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,133.000000,4.000000
315792.27099609,234939.16113281,22.40399933,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,349.000000,2.000000
315792.36804199,234939.27001953,22.39299965,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,180.000000,2.000000
315792.47302246,234939.38623047,22.41399956,0,0.333333,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.363018,164.000000,2.000000
