//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315806.96594238,234926.32421875,10.10700035,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.463177,46.000000,4.000000
315806.81799316,234926.69091797,10.25100040,0,1,1,10.000000,-22.000000,0.000000,1.000000,3.000000,2.000000,391588.481915,268.000000,4.000000
315806.87304688,234926.39404297,10.25500011,0,1,1,10.000000,-22.000000,0.000000,1.000000,3.000000,2.000000,391588.472516,165.000000,4.000000
315806.77795410,234926.83984375,10.18799973,0,1,1,10.000000,-22.000000,0.000000,1.000000,3.000000,2.000000,391588.491314,274.000000,4.000000
315806.60998535,234927.49316406,10.14200020,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.519452,157.000000,4.000000
315806.65002441,234927.28076172,10.25300026,0,1,1,10.000000,-22.000000,0.000000,1.000000,3.000000,2.000000,391588.510052,337.000000,4.000000
315806.70300293,234927.06005859,10.25599957,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,2.000000,391588.500653,91.000000,4.000000
315806.51599121,234928.27783203,10.43400002,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.547528,60.000000,4.000000
315806.54504395,234928.10400391,10.40100002,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.538189,119.000000,4.000000
315806.37194824,234928.40722656,10.11900043,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.556927,39.000000,4.000000
315806.22302246,234928.82910156,10.21199989,0,1,1,10.000000,-22.000000,0.000000,1.000000,3.000000,2.000000,391588.575665,321.000000,4.000000
315806.32397461,234928.58203125,10.11100006,0,1,1,10.000000,-22.000000,0.000000,1.000000,2.000000,1.000000,391588.566327,41.000000,4.000000
315806.16894531,234925.88916016,9.47299957,0,1,1,23.000000,19.000000,0.000000,1.000000,1.000000,1.000000,395102.766827,336.000000,4.000000
315806.43200684,234925.89501953,10.11400032,0,1,1,23.000000,19.000000,0.000000,1.000000,3.000000,1.000000,395102.757550,9.000000,4.000000
315806.57995605,234925.95996094,10.26399994,0,1,1,23.000000,19.000000,0.000000,1.000000,2.000000,2.000000,395102.748272,322.000000,4.000000
315806.73498535,234925.98291016,10.18500042,0,1,1,23.000000,19.000000,0.000000,1.000000,2.000000,1.000000,395102.738995,32.000000,4.000000
