//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315792.91796875,234940.48095703,21.77400017,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.381817,183.000000,4.000000
315792.98095703,234940.55615234,21.67300034,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.381817,182.000000,4.000000
315792.84301758,234940.62109375,21.84399986,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,141.000000,4.000000
315792.91394043,234940.70312500,21.75300026,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,307.000000,4.000000
315792.91394043,234940.71289063,21.40600014,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,92.000000,4.000000
315792.91198730,234940.72216797,21.06200027,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,98.000000,4.000000
315792.91198730,234940.73291016,20.73900032,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,149.000000,4.000000
315792.90795898,234940.73876953,20.38899994,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.391156,162.000000,4.000000
315792.70898438,234941.19580078,22.10300064,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,69.000000,4.000000
315792.70104980,234941.20019531,21.71500015,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,63.000000,4.000000
315792.69396973,234941.20214844,21.36700058,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,84.000000,4.000000
315792.69702148,234941.21582031,21.04500008,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,97.000000,4.000000
315792.69299316,234941.22216797,20.70899963,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,83.000000,4.000000
315792.68395996,234941.22509766,20.31800079,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.409955,76.000000,4.000000
315792.77001953,234940.96191406,21.86499977,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,109.000000,4.000000
315792.83605957,234941.04003906,21.74699974,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,310.000000,4.000000
315792.85095215,234941.06494141,21.45000076,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,67.000000,4.000000
315792.84802246,234941.07324219,21.12100029,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,66.000000,4.000000
315792.84399414,234941.07910156,20.77700043,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,70.000000,4.000000
315792.83898926,234941.08496094,20.41500092,1,0,1,10.000000,-23.000000,0.000000,1.000000,1.000000,1.000000,391589.400555,66.000000,4.000000
315792.88696289,234940.57910156,21.80299950,1,0,1,11.000000,-8.000000,0.000000,1.000000,2.000000,2.000000,391899.028668,416.000000,4.000000
315792.95300293,234940.64306641,21.60099983,1,0,1,11.000000,-8.000000,0.000000,1.000000,1.000000,1.000000,391899.028668,259.000000,4.000000
