//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315792.13598633,234943.26513672,20.68600082,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.494305,135.000000,4.000000
315792.14099121,234943.28076172,20.35899925,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.494305,162.000000,4.000000
315792.10302734,234943.51611328,21.33600044,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.503705,143.000000,4.000000
315792.13000488,234943.55517578,21.06399918,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.503705,80.000000,4.000000
315792.09704590,234943.53320313,20.62899971,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.503705,164.000000,4.000000
315792.09997559,234943.54687500,20.29000092,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.503705,173.000000,4.000000
315792.00805664,234943.81103516,21.25499916,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.513104,144.000000,4.000000
315792.04101563,234943.85595703,21.02099991,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.513104,65.000000,4.000000
315792.00598145,234943.83105469,20.57500076,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.513104,116.000000,4.000000
315791.96594238,234943.96386719,21.32600021,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.522442,148.000000,4.000000
315791.98303223,234943.99121094,21.04999924,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.522442,86.000000,4.000000
315791.95996094,234943.97900391,20.64399910,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.522442,134.000000,4.000000
315791.95800781,234943.98779297,20.29999924,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.522442,164.000000,4.000000
315791.90405273,234944.24023438,21.14399910,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.531842,172.000000,4.000000
315791.91796875,234944.26611328,20.84900093,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.531842,75.000000,4.000000
315791.90002441,234944.25781250,20.46599960,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.531842,191.000000,4.000000
315791.86901855,234944.42382813,21.23999977,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.541241,169.000000,4.000000
315791.90405273,234944.47021484,21.03899956,1,0,1,10.000000,-22.000000,0.000000,1.000000,1.000000,1.000000,391589.541241,66.000000,4.000000
315792.06103516,234943.13720703,20.34799957,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,2.000000,391899.160016,7.000000,4.000000
315792.17102051,234943.41992188,20.26600075,1,0,1,11.000000,-7.000000,0.000000,1.000000,1.000000,1.000000,391899.169293,349.000000,4.000000
315792.08203125,234943.61181641,21.33699989,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,2.000000,391899.178692,56.000000,4.000000
315792.14794922,234943.67675781,21.07600021,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,1.000000,391899.178692,126.000000,4.000000
315792.08398438,234943.84277344,21.07999992,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,1.000000,391899.188092,63.000000,4.000000
315791.97998047,234943.93017578,21.10899925,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,2.000000,391899.197491,97.000000,4.000000
315791.94299316,234944.05908203,21.17000008,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,2.000000,391899.206768,91.000000,4.000000
315792.02905273,234944.14599609,21.09000015,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,1.000000,391899.206891,24.000000,4.000000
315791.89904785,234944.35595703,21.10700035,1,0,1,11.000000,-7.000000,0.000000,1.000000,1.000000,1.000000,391899.216168,107.000000,4.000000
315791.90795898,234944.50195313,21.10799980,1,0,1,11.000000,-7.000000,0.000000,1.000000,2.000000,1.000000,391899.225567,49.000000,4.000000
315792.11804199,234943.75488281,21.09099960,1,0,1,22.000000,7.000000,0.000000,1.000000,3.000000,2.000000,394838.541729,36.000000,4.000000
315792.19702148,234943.29394531,20.29400063,1,0,1,22.000000,7.000000,0.000000,1.000000,2.000000,2.000000,394838.551007,47.000000,4.000000
315792.11694336,234943.70800781,21.15099907,1,0,1,23.000000,24.000000,0.000000,1.000000,2.000000,2.000000,395103.001690,37.000000,4.000000
315791.97705078,234944.44091797,21.09199905,1,0,1,23.000000,24.000000,0.000000,1.000000,2.000000,1.000000,395102.992413,48.000000,4.000000
315791.92395020,234944.55078125,21.12599945,1,0,1,23.000000,24.000000,0.000000,1.000000,2.000000,2.000000,395102.992413,55.000000,4.000000
