//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315791.09301758,234922.69677734,14.77900028,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.017437,313.000000,4.000000
315791.16101074,234922.43896484,14.19200039,0,1,1,12.000000,7.000000,0.000000,1.000000,1.000000,1.000000,392195.008038,219.000000,4.000000
315791.08898926,234922.90820313,13.24400043,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.026837,235.000000,4.000000
315791.02905273,234922.89892578,14.77600002,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.026837,289.000000,4.000000
315791.15795898,234922.71191406,13.25800037,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.017437,277.000000,4.000000
315790.96398926,234923.33691406,13.23099995,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.045514,45.000000,4.000000
315790.91296387,234923.33203125,14.62500000,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.045514,158.000000,4.000000
315791.03894043,234923.04980469,13.18900013,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.036114,29.000000,4.000000
315790.98999023,234923.04687500,14.58600044,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,1.000000,392195.036114,209.000000,4.000000
315791.11694336,234923.13916016,13.36600018,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.036114,77.000000,4.000000
315790.92004395,234923.49414063,13.26799965,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.054913,70.000000,4.000000
315790.86499023,234923.48291016,14.61299992,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.054913,241.000000,4.000000
315790.71203613,234923.83496094,14.58100033,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,1.000000,392195.073712,10.000000,4.000000
315790.84997559,234923.93505859,13.26900005,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.073712,295.000000,4.000000
315790.82604980,234923.67285156,13.30200005,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.064312,14.000000,4.000000
315790.78894043,234923.67675781,14.55200005,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,1.000000,392195.064312,66.000000,4.000000
315790.91699219,234923.76904297,13.33600044,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.064312,142.000000,4.000000
315790.73706055,234924.09179688,13.27900028,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.082989,28.000000,4.000000
315790.69299316,234924.08984375,14.58800030,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,1.000000,392195.082989,162.000000,4.000000
315790.82800293,234924.18701172,13.30700016,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.082989,66.000000,4.000000
315790.63793945,234924.24707031,14.55900002,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,1.000000,392195.092389,88.000000,4.000000
315790.76794434,234924.34082031,13.32900047,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.092389,108.000000,4.000000
315790.65502930,234924.45996094,13.23600006,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.101788,49.000000,4.000000
315790.59704590,234924.44677734,14.60499954,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.101788,225.000000,4.000000
