//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315792.85998535,234929.25292969,24.24300003,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,2.000000,1.000000,391589.062909,10.000000,4.000000
315792.19104004,234929.09423828,24.33200073,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,280.000000,2.000000
315792.29699707,234929.21484375,24.32699966,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,236.000000,2.000000
315792.39904785,234929.33300781,24.33099937,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,350.000000,2.000000
315792.49499512,234929.44189453,24.32299995,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,319.000000,2.000000
315792.59497070,234929.55712891,24.31900024,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,502.000000,2.000000
315792.68603516,234929.66113281,24.29000092,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.081646,351.000000,2.000000
315792.10998535,234929.25683594,24.33799934,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,379.000000,2.000000
315792.21301270,234929.37500000,24.33799934,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,289.000000,2.000000
315792.31701660,234929.49414063,24.33799934,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,324.000000,2.000000
315792.41296387,234929.60400391,24.34300041,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,338.000000,2.000000
315792.51904297,234929.72509766,24.34099960,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,450.000000,2.000000
315792.60998535,234929.83007813,24.32799911,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.091046,508.000000,2.000000
315791.36999512,234928.89501953,24.33399963,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,256.000000,2.000000
315791.47204590,234929.01220703,24.32799911,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,333.000000,2.000000
315791.56396484,234929.11718750,24.32500076,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,287.000000,2.000000
315791.67602539,234929.24511719,24.33099937,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,393.000000,2.000000
315791.77294922,234929.35498047,24.33600044,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,350.000000,2.000000
315791.86694336,234929.46289063,24.32900047,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,384.000000,2.000000
315791.96203613,234929.57080078,24.33499908,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,342.000000,2.000000
315792.06701660,234929.69091797,24.32299995,0,0.333333,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.100384,379.000000,2.000000
