//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315789.42504883,234934.68212891,21.70499992,1,0,1,10.000000,-24.000000,0.000000,1.000000,2.000000,2.000000,391589.325421,104.000000,4.000000
315788.45104980,234934.42089844,20.36400032,1,0,1,21.000000,-12.000000,0.000000,1.000000,1.000000,1.000000,394522.500958,296.000000,4.000000
315789.88903809,234934.79882813,21.45100021,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.316082,192.000000,4.000000
315789.10302734,234934.60595703,21.51700020,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.334820,226.000000,4.000000
315789.07702637,234934.58789063,21.12100029,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.334820,285.000000,4.000000
315789.06103516,234934.58300781,20.71899986,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.334820,278.000000,4.000000
315789.05200195,234934.58300781,20.37500000,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.334820,283.000000,4.000000
315789.44494629,234934.71289063,21.45999908,1,0,1,10.000000,-24.000000,0.000000,1.000000,2.000000,1.000000,391589.325421,43.000000,4.000000
315789.19396973,234934.45507813,20.64500046,1,0,1,10.000000,-24.000000,0.000000,1.000000,2.000000,2.000000,391589.325421,123.000000,4.000000
315789.18896484,234934.46093750,20.29800034,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.325421,161.000000,4.000000
315788.68395996,234934.44580078,21.04599953,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.344159,263.000000,4.000000
315788.66296387,234934.43505859,20.62400055,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.344159,285.000000,4.000000
315788.65197754,234934.43408203,20.24699974,1,0,1,10.000000,-24.000000,0.000000,1.000000,1.000000,1.000000,391589.344159,296.000000,4.000000
315788.97595215,234934.52392578,20.63999939,1,0,1,11.000000,-9.000000,0.000000,1.000000,2.000000,2.000000,391898.953595,122.000000,4.000000
315788.66503906,234934.45703125,20.68400002,1,0,1,11.000000,-9.000000,0.000000,1.000000,2.000000,2.000000,391898.962994,93.000000,4.000000
315789.54699707,234934.71191406,21.54000092,1,0,1,21.000000,-13.000000,0.000000,1.000000,2.000000,2.000000,394522.435284,192.000000,4.000000
315789.37805176,234934.65576172,21.51300049,1,0,1,21.000000,-13.000000,0.000000,1.000000,2.000000,2.000000,394522.444806,202.000000,4.000000
315789.44604492,234934.54589844,20.33300018,1,0,1,21.000000,-13.000000,0.000000,1.000000,1.000000,1.000000,394522.444806,22.000000,4.000000
315789.22302246,234934.66210938,21.53899956,1,0,1,21.000000,-13.000000,0.000000,1.000000,1.000000,1.000000,394522.454083,164.000000,4.000000
315789.11596680,234934.55810547,21.56299973,1,0,1,21.000000,-13.000000,0.000000,1.000000,2.000000,2.000000,394522.463360,141.000000,4.000000
315789.11206055,234934.57812500,21.01399994,1,0,1,21.000000,-13.000000,0.000000,1.000000,1.000000,1.000000,394522.463360,242.000000,4.000000
315789.11999512,234934.57714844,20.39299965,1,0,1,21.000000,-12.000000,0.000000,1.000000,1.000000,1.000000,394522.463360,267.000000,2.000000
315788.89196777,234934.53417969,21.38899994,1,0,1,21.000000,-13.000000,0.000000,1.000000,1.000000,1.000000,394522.472882,270.000000,4.000000
315788.89794922,234934.53613281,20.74099922,1,0,1,21.000000,-12.000000,0.000000,1.000000,1.000000,1.000000,394522.472882,279.000000,4.000000
315788.77404785,234934.51220703,20.78700066,1,0,1,21.000000,-12.000000,0.000000,1.000000,1.000000,1.000000,394522.482159,303.000000,4.000000
315789.11096191,234934.25292969,20.29599953,1,0,1,22.000000,6.000000,0.000000,1.000000,2.000000,2.000000,394839.338604,9.000000,4.000000
