//X,Y,Z,Rf,Gf,Bf,Point Source ID,Scan Angle Rank,Flightline Edge,Scan Direction,Number of Returns,Return Number,Time,Intensity,Classification
315790.87304688,234924.54199219,20.31299973,0,1,1,10.000000,-25.000000,0.000000,1.000000,2.000000,2.000000,391588.987896,7.000000,4.000000
315790.85803223,234924.13085938,20.38500023,0,1,1,10.000000,-25.000000,0.000000,1.000000,2.000000,2.000000,391588.978497,8.000000,4.000000
315791.01696777,234922.81689453,20.35199928,0,1,1,10.000000,-25.000000,0.000000,1.000000,2.000000,2.000000,391588.931622,7.000000,4.000000
315790.88000488,234924.92285156,20.28400040,0,1,1,10.000000,-25.000000,0.000000,1.000000,2.000000,2.000000,391588.997235,7.000000,4.000000
315790.88098145,234924.13085938,20.51000023,0,1,1,11.000000,-10.000000,0.000000,1.000000,2.000000,2.000000,391898.540997,5.000000,4.000000
315790.99194336,234923.08496094,21.27499962,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.026837,166.000000,4.000000
315790.85498047,234923.50000000,21.25399971,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.045514,87.000000,4.000000
315790.93603516,234923.22314453,21.24600029,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.036236,79.000000,4.000000
315790.81396484,234923.65820313,21.25399971,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.054913,95.000000,4.000000
315790.72094727,234923.83789063,21.30200005,0,1,1,12.000000,7.000000,0.000000,1.000000,2.000000,1.000000,392195.064312,10.000000,4.000000
315790.62902832,234924.25097656,21.25699997,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.083111,31.000000,4.000000
315790.73205566,234924.08789063,21.32900047,0,1,1,12.000000,7.000000,0.000000,1.000000,3.000000,2.000000,392195.073712,125.000000,4.000000
315790.57104492,234924.40722656,21.27099991,0,1,1,12.000000,8.000000,0.000000,1.000000,2.000000,1.000000,392195.092389,12.000000,4.000000
315790.52697754,234924.76123047,21.20899963,0,1,1,12.000000,8.000000,0.000000,1.000000,3.000000,2.000000,392195.111187,84.000000,4.000000
315790.54003906,234924.61376953,21.22999954,0,1,1,12.000000,8.000000,0.000000,1.000000,3.000000,2.000000,392195.101788,33.000000,4.000000
315790.47900391,234925.05175781,21.29199982,0,1,1,12.000000,8.000000,0.000000,1.000000,3.000000,2.000000,392195.120587,111.000000,4.000000
315790.39501953,234925.13183594,21.19300079,0,1,1,12.000000,8.000000,0.000000,1.000000,3.000000,2.000000,392195.129986,43.000000,4.000000
315790.39294434,234925.31298828,20.34099960,0,1,1,12.000000,8.000000,0.000000,1.000000,1.000000,1.000000,392195.139264,276.000000,4.000000
315790.39099121,234925.33984375,21.15099907,0,1,1,12.000000,8.000000,0.000000,1.000000,2.000000,2.000000,392195.139264,247.000000,4.000000
315790.93505859,234923.10693359,21.28400040,0,1,1,13.000000,23.000000,0.000000,1.000000,1.000000,1.000000,392485.914776,270.000000,4.000000
315791.01098633,234922.87792969,21.23800087,0,1,1,13.000000,23.000000,0.000000,1.000000,1.000000,1.000000,392485.905377,248.000000,4.000000
315790.79101563,234923.45898438,21.22900009,0,1,1,13.000000,23.000000,0.000000,1.000000,2.000000,1.000000,392485.924176,50.000000,4.000000
315790.83398438,234923.51611328,21.42300034,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.924176,369.000000,4.000000
315790.96801758,234924.37109375,19.69499969,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.942852,172.000000,2.000000
315790.61499023,234923.98388672,21.25300026,0,1,1,13.000000,24.000000,0.000000,1.000000,3.000000,1.000000,392485.942852,11.000000,4.000000
315790.95202637,234924.36083984,20.09199905,0,1,1,13.000000,24.000000,0.000000,1.000000,3.000000,2.000000,392485.942852,66.000000,4.000000
315790.68395996,234924.06884766,21.32900047,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.942852,317.000000,4.000000
315791.03601074,234924.02099609,19.73800087,0,1,1,13.000000,23.000000,0.000000,1.000000,1.000000,1.000000,392485.933453,213.000000,4.000000
315790.99401855,234923.98193359,20.20199966,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,1.000000,392485.933453,85.000000,4.000000
315790.77600098,234923.74707031,21.28599930,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.933453,309.000000,4.000000
315790.80700684,234924.52001953,19.80200005,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.952252,174.000000,4.000000
315790.74096680,234924.45410156,20.37299919,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,1.000000,392485.952252,71.000000,4.000000
315790.92797852,234924.66308594,19.73100090,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,2.000000,392485.952252,42.000000,4.000000
315790.52600098,234924.66992188,21.32099915,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.961651,342.000000,4.000000
315790.58300781,234924.28515625,21.24699974,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,1.000000,392485.952252,51.000000,4.000000
315790.74401855,234924.46484375,20.69300079,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,2.000000,392485.952252,67.000000,4.000000
315790.62805176,234924.34277344,21.41500092,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.952252,307.000000,4.000000
315790.70703125,234924.84912109,19.68700027,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.961651,290.000000,2.000000
315790.80395508,234924.96679688,19.70599937,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.961651,185.000000,2.000000
315790.70202637,234924.85888672,20.38100052,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,1.000000,392485.961651,126.000000,4.000000
315790.68005371,234925.16015625,19.67300034,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.971051,266.000000,2.000000
315790.57397461,234925.04785156,20.38400078,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,1.000000,392485.971051,69.000000,4.000000
315790.77502441,234925.27392578,19.69099998,0,1,1,13.000000,24.000000,0.000000,1.000000,2.000000,2.000000,392485.971051,151.000000,2.000000
315790.43298340,234924.89892578,21.20299911,0,1,1,13.000000,24.000000,0.000000,1.000000,3.000000,1.000000,392485.971051,69.000000,4.000000
315790.72302246,234925.22314453,20.20800018,0,1,1,13.000000,24.000000,0.000000,1.000000,3.000000,2.000000,392485.971051,43.000000,4.000000
315790.45996094,234924.93603516,21.41600037,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.971051,342.000000,4.000000
315790.50305176,234925.30810547,19.83399963,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.980328,299.000000,4.000000
315790.49499512,234925.30615234,20.19799995,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.980328,325.000000,4.000000
315790.48498535,234925.30322266,20.57399940,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.980328,332.000000,4.000000
315790.38598633,234925.19824219,21.24600029,0,1,1,13.000000,24.000000,0.000000,1.000000,1.000000,1.000000,392485.980450,318.000000,4.000000
315790.40405273,234925.28808594,20.44799995,0,1,1,21.000000,-14.000000,0.000000,1.000000,3.000000,2.000000,394522.641339,63.000000,4.000000
